,mixed,near_end,far_end1,far_end2,mixed_path,near_end_path,far_end1_path,far_end2_path,near_end_loc,far_end_loc1,far_end_loc2,mic_loc1,room_dim,sample_freq,room_max_order,room_absorption
6338,6339.wav,MJPM1_2.wav,MJEB1_4.wav,MDHL0_1.wav,./data/mixed/6339.wav,./data/near_end/MJPM1_2.wav,./data/far_end/MJEB1_4.wav,./data/far_end/MDHL0_1.wav,"[5, 4, 5]","[10, 6, 5]","[1, 10, 4]","[13, 6, 2]","[15, 10, 5]",16000,3,0.2
6339,6340.wav,MJPM1_2.wav,MGJC0_2.wav,MWCH0_3.wav,./data/mixed/6340.wav,./data/near_end/MJPM1_2.wav,./data/far_end/MGJC0_2.wav,./data/far_end/MWCH0_3.wav,"[11, 7, 3]","[2, 7, 1]","[12, 8, 3]","[11, 4, 1]","[15, 10, 5]",16000,3,0.2
6340,6341.wav,MJPM1_3.wav,MPGR1_1.wav,FALR0_2.wav,./data/mixed/6341.wav,./data/near_end/MJPM1_3.wav,./data/far_end/MPGR1_1.wav,./data/far_end/FALR0_2.wav,"[5, 9, 2]","[8, 6, 2]","[11, 7, 4]","[3, 3, 5]","[15, 10, 5]",16000,3,0.2
6341,6342.wav,MJPM1_3.wav,FCKE0_3.wav,FLJD0_2.wav,./data/mixed/6342.wav,./data/near_end/MJPM1_3.wav,./data/far_end/FCKE0_3.wav,./data/far_end/FLJD0_2.wav,"[5, 4, 4]","[13, 4, 1]","[9, 8, 4]","[7, 1, 5]","[15, 10, 5]",16000,3,0.2
6342,6343.wav,MJPM1_3.wav,MJMA0_2.wav,MMPM0_2.wav,./data/mixed/6343.wav,./data/near_end/MJPM1_3.wav,./data/far_end/MJMA0_2.wav,./data/far_end/MMPM0_2.wav,"[3, 7, 2]","[10, 2, 5]","[2, 10, 2]","[13, 9, 3]","[15, 10, 5]",16000,3,0.2
6343,6344.wav,MJPM1_3.wav,MDLB0_4.wav,MTLB0_3.wav,./data/mixed/6344.wav,./data/near_end/MJPM1_3.wav,./data/far_end/MDLB0_4.wav,./data/far_end/MTLB0_3.wav,"[1, 2, 5]","[1, 5, 1]","[9, 10, 2]","[4, 2, 2]","[15, 10, 5]",16000,3,0.2
6344,6345.wav,MJPM1_3.wav,MJMM0_1.wav,FSSB0_2.wav,./data/mixed/6345.wav,./data/near_end/MJPM1_3.wav,./data/far_end/MJMM0_1.wav,./data/far_end/FSSB0_2.wav,"[9, 1, 5]","[8, 8, 5]","[7, 4, 4]","[4, 8, 5]","[15, 10, 5]",16000,3,0.2
6345,6346.wav,MJPM1_4.wav,MDWM0_2.wav,MJRG0_1.wav,./data/mixed/6346.wav,./data/near_end/MJPM1_4.wav,./data/far_end/MDWM0_2.wav,./data/far_end/MJRG0_1.wav,"[14, 3, 3]","[4, 7, 5]","[4, 3, 3]","[12, 3, 5]","[15, 10, 5]",16000,3,0.2
6346,6347.wav,MJPM1_4.wav,MRRE0_1.wav,FLAG0_1.wav,./data/mixed/6347.wav,./data/near_end/MJPM1_4.wav,./data/far_end/MRRE0_1.wav,./data/far_end/FLAG0_1.wav,"[10, 8, 2]","[3, 3, 4]","[9, 9, 2]","[7, 3, 4]","[15, 10, 5]",16000,3,0.2
6347,6348.wav,MJPM1_4.wav,FPAF0_4.wav,MWSB0_3.wav,./data/mixed/6348.wav,./data/near_end/MJPM1_4.wav,./data/far_end/FPAF0_4.wav,./data/far_end/MWSB0_3.wav,"[8, 4, 2]","[7, 6, 4]","[2, 5, 2]","[2, 8, 2]","[15, 10, 5]",16000,3,0.2
6348,6349.wav,MJPM1_4.wav,MTDB0_3.wav,MCPM0_2.wav,./data/mixed/6349.wav,./data/near_end/MJPM1_4.wav,./data/far_end/MTDB0_3.wav,./data/far_end/MCPM0_2.wav,"[10, 10, 3]","[14, 6, 4]","[8, 10, 3]","[13, 3, 4]","[15, 10, 5]",16000,3,0.2
6349,6350.wav,MJPM1_4.wav,MARW0_1.wav,MCDR0_3.wav,./data/mixed/6350.wav,./data/near_end/MJPM1_4.wav,./data/far_end/MARW0_1.wav,./data/far_end/MCDR0_3.wav,"[8, 5, 4]","[14, 9, 2]","[11, 1, 1]","[5, 3, 5]","[15, 10, 5]",16000,3,0.2
6350,6351.wav,MJRA0_1.wav,MRGM0_4.wav,FCRZ0_2.wav,./data/mixed/6351.wav,./data/near_end/MJRA0_1.wav,./data/far_end/MRGM0_4.wav,./data/far_end/FCRZ0_2.wav,"[4, 4, 1]","[5, 5, 4]","[1, 4, 5]","[8, 4, 2]","[15, 10, 5]",16000,3,0.2
6351,6352.wav,MJRA0_1.wav,MRLD0_3.wav,MRFL0_4.wav,./data/mixed/6352.wav,./data/near_end/MJRA0_1.wav,./data/far_end/MRLD0_3.wav,./data/far_end/MRFL0_4.wav,"[13, 10, 5]","[11, 3, 5]","[12, 9, 1]","[13, 3, 2]","[15, 10, 5]",16000,3,0.2
6352,6353.wav,MJRA0_1.wav,MDCM0_1.wav,MTML0_3.wav,./data/mixed/6353.wav,./data/near_end/MJRA0_1.wav,./data/far_end/MDCM0_1.wav,./data/far_end/MTML0_3.wav,"[7, 1, 2]","[11, 5, 3]","[1, 2, 2]","[6, 5, 5]","[15, 10, 5]",16000,3,0.2
6353,6354.wav,MJRA0_1.wav,MJMD0_3.wav,FLJG0_4.wav,./data/mixed/6354.wav,./data/near_end/MJRA0_1.wav,./data/far_end/MJMD0_3.wav,./data/far_end/FLJG0_4.wav,"[4, 5, 2]","[3, 8, 5]","[12, 8, 1]","[1, 4, 1]","[15, 10, 5]",16000,3,0.2
6354,6355.wav,MJRA0_1.wav,MREW1_2.wav,MKAH0_3.wav,./data/mixed/6355.wav,./data/near_end/MJRA0_1.wav,./data/far_end/MREW1_2.wav,./data/far_end/MKAH0_3.wav,"[4, 3, 4]","[1, 5, 3]","[10, 8, 3]","[8, 9, 3]","[15, 10, 5]",16000,3,0.2
6355,6356.wav,MJRA0_2.wav,MSEM1_4.wav,MMDS0_3.wav,./data/mixed/6356.wav,./data/near_end/MJRA0_2.wav,./data/far_end/MSEM1_4.wav,./data/far_end/MMDS0_3.wav,"[14, 10, 5]","[13, 9, 3]","[1, 9, 4]","[14, 10, 3]","[15, 10, 5]",16000,3,0.2
6356,6357.wav,MJRA0_2.wav,MTPP0_2.wav,MJEB1_3.wav,./data/mixed/6357.wav,./data/near_end/MJRA0_2.wav,./data/far_end/MTPP0_2.wav,./data/far_end/MJEB1_3.wav,"[7, 10, 5]","[13, 9, 1]","[8, 8, 2]","[4, 1, 1]","[15, 10, 5]",16000,3,0.2
6357,6358.wav,MJRA0_2.wav,FSJW0_3.wav,MDBP0_1.wav,./data/mixed/6358.wav,./data/near_end/MJRA0_2.wav,./data/far_end/FSJW0_3.wav,./data/far_end/MDBP0_1.wav,"[14, 2, 5]","[7, 6, 2]","[3, 4, 3]","[11, 3, 1]","[15, 10, 5]",16000,3,0.2
6358,6359.wav,MJRA0_2.wav,FMJB0_2.wav,MRWS0_3.wav,./data/mixed/6359.wav,./data/near_end/MJRA0_2.wav,./data/far_end/FMJB0_2.wav,./data/far_end/MRWS0_3.wav,"[2, 5, 1]","[9, 8, 1]","[14, 8, 2]","[14, 6, 1]","[15, 10, 5]",16000,3,0.2
6359,6360.wav,MJRA0_2.wav,MDNS0_1.wav,MJMD0_2.wav,./data/mixed/6360.wav,./data/near_end/MJRA0_2.wav,./data/far_end/MDNS0_1.wav,./data/far_end/MJMD0_2.wav,"[4, 2, 2]","[13, 4, 3]","[13, 10, 3]","[5, 10, 1]","[15, 10, 5]",16000,3,0.2
6360,6361.wav,MJRA0_3.wav,MMCC0_3.wav,MTCS0_2.wav,./data/mixed/6361.wav,./data/near_end/MJRA0_3.wav,./data/far_end/MMCC0_3.wav,./data/far_end/MTCS0_2.wav,"[10, 10, 3]","[13, 2, 3]","[6, 1, 1]","[6, 6, 1]","[15, 10, 5]",16000,3,0.2
6361,6362.wav,MJRA0_3.wav,MDCD0_1.wav,MDMA0_3.wav,./data/mixed/6362.wav,./data/near_end/MJRA0_3.wav,./data/far_end/MDCD0_1.wav,./data/far_end/MDMA0_3.wav,"[6, 6, 5]","[9, 1, 3]","[12, 2, 2]","[6, 3, 2]","[15, 10, 5]",16000,3,0.2
6362,6363.wav,MJRA0_3.wav,MJKR0_3.wav,MBMA1_3.wav,./data/mixed/6363.wav,./data/near_end/MJRA0_3.wav,./data/far_end/MJKR0_3.wav,./data/far_end/MBMA1_3.wav,"[6, 8, 3]","[5, 6, 1]","[9, 2, 4]","[8, 9, 3]","[15, 10, 5]",16000,3,0.2
6363,6364.wav,MJRA0_3.wav,MILB0_1.wav,MSMS0_2.wav,./data/mixed/6364.wav,./data/near_end/MJRA0_3.wav,./data/far_end/MILB0_1.wav,./data/far_end/MSMS0_2.wav,"[11, 1, 1]","[7, 2, 5]","[4, 4, 5]","[6, 7, 4]","[15, 10, 5]",16000,3,0.2
6364,6365.wav,MJRA0_3.wav,MMEB0_3.wav,MDMA0_1.wav,./data/mixed/6365.wav,./data/near_end/MJRA0_3.wav,./data/far_end/MMEB0_3.wav,./data/far_end/MDMA0_1.wav,"[14, 8, 5]","[6, 10, 3]","[3, 2, 1]","[4, 9, 3]","[15, 10, 5]",16000,3,0.2
6365,6366.wav,MJRA0_4.wav,MSMC0_3.wav,MJDC0_1.wav,./data/mixed/6366.wav,./data/near_end/MJRA0_4.wav,./data/far_end/MSMC0_3.wav,./data/far_end/MJDC0_1.wav,"[5, 8, 4]","[13, 2, 4]","[4, 9, 4]","[5, 7, 4]","[15, 10, 5]",16000,3,0.2
6366,6367.wav,MJRA0_4.wav,FCAG0_2.wav,MHMR0_2.wav,./data/mixed/6367.wav,./data/near_end/MJRA0_4.wav,./data/far_end/FCAG0_2.wav,./data/far_end/MHMR0_2.wav,"[6, 1, 4]","[7, 10, 4]","[9, 5, 1]","[11, 6, 3]","[15, 10, 5]",16000,3,0.2
6367,6368.wav,MJRA0_4.wav,MRVG0_2.wav,MREH1_2.wav,./data/mixed/6368.wav,./data/near_end/MJRA0_4.wav,./data/far_end/MRVG0_2.wav,./data/far_end/MREH1_2.wav,"[4, 10, 2]","[5, 8, 4]","[8, 8, 4]","[12, 3, 1]","[15, 10, 5]",16000,3,0.2
6368,6369.wav,MJRA0_4.wav,MCLM0_1.wav,FPAF0_2.wav,./data/mixed/6369.wav,./data/near_end/MJRA0_4.wav,./data/far_end/MCLM0_1.wav,./data/far_end/FPAF0_2.wav,"[4, 4, 1]","[1, 1, 5]","[10, 5, 3]","[7, 8, 4]","[15, 10, 5]",16000,3,0.2
6369,6370.wav,MJRA0_4.wav,FVKB0_1.wav,MJEB0_3.wav,./data/mixed/6370.wav,./data/near_end/MJRA0_4.wav,./data/far_end/FVKB0_1.wav,./data/far_end/MJEB0_3.wav,"[7, 3, 4]","[8, 7, 3]","[13, 10, 3]","[1, 10, 1]","[15, 10, 5]",16000,3,0.2
6370,6371.wav,MJRA0_5.wav,MPMB0_1.wav,FSMM0_4.wav,./data/mixed/6371.wav,./data/near_end/MJRA0_5.wav,./data/far_end/MPMB0_1.wav,./data/far_end/FSMM0_4.wav,"[11, 7, 5]","[10, 6, 3]","[10, 4, 3]","[14, 1, 1]","[15, 10, 5]",16000,3,0.2
6371,6372.wav,MJRA0_5.wav,FLMK0_2.wav,MSTF0_1.wav,./data/mixed/6372.wav,./data/near_end/MJRA0_5.wav,./data/far_end/FLMK0_2.wav,./data/far_end/MSTF0_1.wav,"[5, 7, 5]","[12, 4, 1]","[11, 7, 4]","[2, 1, 1]","[15, 10, 5]",16000,3,0.2
6372,6373.wav,MJRA0_5.wav,FJXM0_3.wav,MRLJ1_2.wav,./data/mixed/6373.wav,./data/near_end/MJRA0_5.wav,./data/far_end/FJXM0_3.wav,./data/far_end/MRLJ1_2.wav,"[13, 5, 5]","[5, 1, 5]","[7, 5, 4]","[7, 3, 3]","[15, 10, 5]",16000,3,0.2
6373,6374.wav,MJRA0_5.wav,FSJG0_2.wav,MLJC0_1.wav,./data/mixed/6374.wav,./data/near_end/MJRA0_5.wav,./data/far_end/FSJG0_2.wav,./data/far_end/MLJC0_1.wav,"[5, 8, 1]","[14, 9, 2]","[7, 9, 5]","[3, 4, 2]","[15, 10, 5]",16000,3,0.2
6374,6375.wav,MJRA0_5.wav,MRCG0_3.wav,MSAS0_2.wav,./data/mixed/6375.wav,./data/near_end/MJRA0_5.wav,./data/far_end/MRCG0_3.wav,./data/far_end/MSAS0_2.wav,"[10, 4, 4]","[13, 2, 4]","[5, 1, 2]","[3, 7, 2]","[15, 10, 5]",16000,3,0.2
6375,6376.wav,MJRG0_1.wav,FDMY0_3.wav,MBWP0_3.wav,./data/mixed/6376.wav,./data/near_end/MJRG0_1.wav,./data/far_end/FDMY0_3.wav,./data/far_end/MBWP0_3.wav,"[12, 5, 5]","[8, 4, 3]","[2, 4, 1]","[14, 6, 3]","[15, 10, 5]",16000,3,0.2
6376,6377.wav,MJRG0_1.wav,MCAL0_1.wav,MRML0_3.wav,./data/mixed/6377.wav,./data/near_end/MJRG0_1.wav,./data/far_end/MCAL0_1.wav,./data/far_end/MRML0_3.wav,"[6, 7, 4]","[5, 10, 2]","[9, 9, 5]","[8, 2, 5]","[15, 10, 5]",16000,3,0.2
6377,6378.wav,MJRG0_1.wav,MJEB1_3.wav,MMDM0_3.wav,./data/mixed/6378.wav,./data/near_end/MJRG0_1.wav,./data/far_end/MJEB1_3.wav,./data/far_end/MMDM0_3.wav,"[6, 9, 1]","[7, 9, 1]","[12, 9, 1]","[13, 2, 5]","[15, 10, 5]",16000,3,0.2
6378,6379.wav,MJRG0_1.wav,FKDE0_3.wav,MRLJ1_1.wav,./data/mixed/6379.wav,./data/near_end/MJRG0_1.wav,./data/far_end/FKDE0_3.wav,./data/far_end/MRLJ1_1.wav,"[2, 6, 5]","[7, 9, 4]","[14, 6, 3]","[3, 8, 5]","[15, 10, 5]",16000,3,0.2
6379,6380.wav,MJRG0_1.wav,FDFB0_3.wav,MTKP0_1.wav,./data/mixed/6380.wav,./data/near_end/MJRG0_1.wav,./data/far_end/FDFB0_3.wav,./data/far_end/MTKP0_1.wav,"[9, 4, 4]","[3, 10, 4]","[11, 10, 2]","[13, 5, 5]","[15, 10, 5]",16000,3,0.2
6380,6381.wav,MJRG0_2.wav,MKDT0_2.wav,FSKL0_3.wav,./data/mixed/6381.wav,./data/near_end/MJRG0_2.wav,./data/far_end/MKDT0_2.wav,./data/far_end/FSKL0_3.wav,"[14, 7, 4]","[5, 7, 4]","[8, 6, 3]","[12, 7, 2]","[15, 10, 5]",16000,3,0.2
6381,6382.wav,MJRG0_2.wav,FGCS0_1.wav,MMLM0_3.wav,./data/mixed/6382.wav,./data/near_end/MJRG0_2.wav,./data/far_end/FGCS0_1.wav,./data/far_end/MMLM0_3.wav,"[2, 1, 2]","[6, 2, 5]","[14, 1, 2]","[4, 7, 1]","[15, 10, 5]",16000,3,0.2
6382,6383.wav,MJRG0_2.wav,MJLB0_2.wav,FJSP0_1.wav,./data/mixed/6383.wav,./data/near_end/MJRG0_2.wav,./data/far_end/MJLB0_2.wav,./data/far_end/FJSP0_1.wav,"[9, 1, 1]","[2, 10, 4]","[8, 3, 5]","[2, 10, 4]","[15, 10, 5]",16000,3,0.2
6383,6384.wav,MJRG0_2.wav,MFXS0_1.wav,FJKL0_3.wav,./data/mixed/6384.wav,./data/near_end/MJRG0_2.wav,./data/far_end/MFXS0_1.wav,./data/far_end/FJKL0_3.wav,"[10, 10, 1]","[3, 8, 4]","[8, 6, 5]","[7, 7, 1]","[15, 10, 5]",16000,3,0.2
6384,6385.wav,MJRG0_2.wav,MDWH0_4.wav,MWRP0_3.wav,./data/mixed/6385.wav,./data/near_end/MJRG0_2.wav,./data/far_end/MDWH0_4.wav,./data/far_end/MWRP0_3.wav,"[8, 10, 5]","[5, 9, 2]","[14, 5, 5]","[7, 5, 4]","[15, 10, 5]",16000,3,0.2
6385,6386.wav,MJRG0_3.wav,MGSH0_1.wav,MWGR0_2.wav,./data/mixed/6386.wav,./data/near_end/MJRG0_3.wav,./data/far_end/MGSH0_1.wav,./data/far_end/MWGR0_2.wav,"[5, 9, 1]","[14, 6, 3]","[1, 6, 4]","[5, 3, 3]","[15, 10, 5]",16000,3,0.2
6386,6387.wav,MJRG0_3.wav,FLMA0_2.wav,MTML0_4.wav,./data/mixed/6387.wav,./data/near_end/MJRG0_3.wav,./data/far_end/FLMA0_2.wav,./data/far_end/MTML0_4.wav,"[6, 9, 5]","[13, 10, 1]","[12, 6, 3]","[13, 9, 5]","[15, 10, 5]",16000,3,0.2
6387,6388.wav,MJRG0_3.wav,MRJB1_1.wav,FJLR0_3.wav,./data/mixed/6388.wav,./data/near_end/MJRG0_3.wav,./data/far_end/MRJB1_1.wav,./data/far_end/FJLR0_3.wav,"[11, 10, 2]","[12, 3, 5]","[13, 2, 4]","[7, 8, 1]","[15, 10, 5]",16000,3,0.2
6388,6389.wav,MJRG0_3.wav,FBCH0_4.wav,MLBC0_2.wav,./data/mixed/6389.wav,./data/near_end/MJRG0_3.wav,./data/far_end/FBCH0_4.wav,./data/far_end/MLBC0_2.wav,"[5, 6, 3]","[7, 1, 5]","[13, 2, 3]","[13, 6, 3]","[15, 10, 5]",16000,3,0.2
6389,6390.wav,MJRG0_3.wav,MTPF0_3.wav,MPPC0_1.wav,./data/mixed/6390.wav,./data/near_end/MJRG0_3.wav,./data/far_end/MTPF0_3.wav,./data/far_end/MPPC0_1.wav,"[1, 2, 5]","[6, 5, 4]","[13, 3, 1]","[12, 8, 5]","[15, 10, 5]",16000,3,0.2
6390,6391.wav,MJRG0_4.wav,MREH1_1.wav,FDFB0_2.wav,./data/mixed/6391.wav,./data/near_end/MJRG0_4.wav,./data/far_end/MREH1_1.wav,./data/far_end/FDFB0_2.wav,"[2, 8, 5]","[3, 9, 1]","[6, 1, 4]","[12, 1, 2]","[15, 10, 5]",16000,3,0.2
6391,6392.wav,MJRG0_4.wav,MDHL0_1.wav,MPRB0_1.wav,./data/mixed/6392.wav,./data/near_end/MJRG0_4.wav,./data/far_end/MDHL0_1.wav,./data/far_end/MPRB0_1.wav,"[8, 9, 2]","[6, 6, 4]","[6, 3, 2]","[2, 5, 2]","[15, 10, 5]",16000,3,0.2
6392,6393.wav,MJRG0_4.wav,FSMM0_1.wav,MNTW0_3.wav,./data/mixed/6393.wav,./data/near_end/MJRG0_4.wav,./data/far_end/FSMM0_1.wav,./data/far_end/MNTW0_3.wav,"[13, 8, 2]","[2, 6, 1]","[11, 2, 2]","[7, 4, 5]","[15, 10, 5]",16000,3,0.2
6393,6394.wav,MJRG0_4.wav,MPFU0_1.wav,FDNC0_4.wav,./data/mixed/6394.wav,./data/near_end/MJRG0_4.wav,./data/far_end/MPFU0_1.wav,./data/far_end/FDNC0_4.wav,"[7, 6, 5]","[8, 2, 2]","[1, 8, 5]","[11, 3, 5]","[15, 10, 5]",16000,3,0.2
6394,6395.wav,MJRG0_4.wav,FMJF0_1.wav,MJBG0_2.wav,./data/mixed/6395.wav,./data/near_end/MJRG0_4.wav,./data/far_end/FMJF0_1.wav,./data/far_end/MJBG0_2.wav,"[3, 9, 1]","[14, 2, 1]","[6, 7, 2]","[12, 10, 2]","[15, 10, 5]",16000,3,0.2
6395,6396.wav,MJRG0_5.wav,FDKN0_1.wav,FNTB0_3.wav,./data/mixed/6396.wav,./data/near_end/MJRG0_5.wav,./data/far_end/FDKN0_1.wav,./data/far_end/FNTB0_3.wav,"[7, 8, 5]","[10, 1, 4]","[1, 8, 2]","[4, 1, 3]","[15, 10, 5]",16000,3,0.2
6396,6397.wav,MJRG0_5.wav,MSEM1_4.wav,MMWB0_3.wav,./data/mixed/6397.wav,./data/near_end/MJRG0_5.wav,./data/far_end/MSEM1_4.wav,./data/far_end/MMWB0_3.wav,"[2, 2, 4]","[7, 2, 5]","[4, 10, 3]","[1, 10, 2]","[15, 10, 5]",16000,3,0.2
6397,6398.wav,MJRG0_5.wav,FDKN0_4.wav,FCJF0_2.wav,./data/mixed/6398.wav,./data/near_end/MJRG0_5.wav,./data/far_end/FDKN0_4.wav,./data/far_end/FCJF0_2.wav,"[9, 5, 1]","[14, 2, 2]","[6, 6, 2]","[9, 2, 3]","[15, 10, 5]",16000,3,0.2
6398,6399.wav,MJRG0_5.wav,MTRC0_2.wav,MAJP0_1.wav,./data/mixed/6399.wav,./data/near_end/MJRG0_5.wav,./data/far_end/MTRC0_2.wav,./data/far_end/MAJP0_1.wav,"[6, 7, 4]","[3, 8, 3]","[5, 5, 1]","[3, 8, 1]","[15, 10, 5]",16000,3,0.2
6399,6400.wav,MJRG0_5.wav,MEJS0_3.wav,FKDE0_4.wav,./data/mixed/6400.wav,./data/near_end/MJRG0_5.wav,./data/far_end/MEJS0_3.wav,./data/far_end/FKDE0_4.wav,"[1, 9, 5]","[6, 4, 1]","[3, 8, 1]","[2, 7, 5]","[15, 10, 5]",16000,3,0.2
6400,6401.wav,MJRH0_1.wav,MDHS0_2.wav,FBJL0_1.wav,./data/mixed/6401.wav,./data/near_end/MJRH0_1.wav,./data/far_end/MDHS0_2.wav,./data/far_end/FBJL0_1.wav,"[8, 2, 1]","[9, 9, 4]","[11, 6, 1]","[4, 3, 1]","[15, 10, 5]",16000,3,0.2
6401,6402.wav,MJRH0_1.wav,MDBP0_3.wav,FTLG0_2.wav,./data/mixed/6402.wav,./data/near_end/MJRH0_1.wav,./data/far_end/MDBP0_3.wav,./data/far_end/FTLG0_2.wav,"[7, 4, 5]","[13, 5, 4]","[8, 1, 5]","[14, 1, 4]","[15, 10, 5]",16000,3,0.2
6402,6403.wav,MJRH0_1.wav,MTJU0_3.wav,MKLW0_2.wav,./data/mixed/6403.wav,./data/near_end/MJRH0_1.wav,./data/far_end/MTJU0_3.wav,./data/far_end/MKLW0_2.wav,"[13, 3, 2]","[13, 3, 5]","[11, 9, 2]","[5, 2, 2]","[15, 10, 5]",16000,3,0.2
6403,6404.wav,MJRH0_1.wav,MTAT0_3.wav,MKLN0_1.wav,./data/mixed/6404.wav,./data/near_end/MJRH0_1.wav,./data/far_end/MTAT0_3.wav,./data/far_end/MKLN0_1.wav,"[8, 1, 4]","[1, 6, 3]","[5, 1, 2]","[4, 4, 5]","[15, 10, 5]",16000,3,0.2
6404,6405.wav,MJRH0_1.wav,MFWK0_2.wav,MGXP0_3.wav,./data/mixed/6405.wav,./data/near_end/MJRH0_1.wav,./data/far_end/MFWK0_2.wav,./data/far_end/MGXP0_3.wav,"[5, 10, 4]","[4, 10, 5]","[9, 10, 2]","[3, 8, 1]","[15, 10, 5]",16000,3,0.2
6405,6406.wav,MJRH0_2.wav,MTCS0_3.wav,MFER0_2.wav,./data/mixed/6406.wav,./data/near_end/MJRH0_2.wav,./data/far_end/MTCS0_3.wav,./data/far_end/MFER0_2.wav,"[13, 6, 5]","[7, 7, 5]","[10, 4, 5]","[7, 2, 4]","[15, 10, 5]",16000,3,0.2
6406,6407.wav,MJRH0_2.wav,MJPM1_1.wav,MDCM0_1.wav,./data/mixed/6407.wav,./data/near_end/MJRH0_2.wav,./data/far_end/MJPM1_1.wav,./data/far_end/MDCM0_1.wav,"[6, 9, 2]","[4, 4, 3]","[1, 6, 5]","[3, 3, 5]","[15, 10, 5]",16000,3,0.2
6407,6408.wav,MJRH0_2.wav,MDTB0_3.wav,MDHS0_3.wav,./data/mixed/6408.wav,./data/near_end/MJRH0_2.wav,./data/far_end/MDTB0_3.wav,./data/far_end/MDHS0_3.wav,"[14, 6, 3]","[10, 6, 1]","[14, 5, 1]","[11, 6, 1]","[15, 10, 5]",16000,3,0.2
6408,6409.wav,MJRH0_2.wav,MTPR0_1.wav,MJMA0_1.wav,./data/mixed/6409.wav,./data/near_end/MJRH0_2.wav,./data/far_end/MTPR0_1.wav,./data/far_end/MJMA0_1.wav,"[6, 1, 1]","[14, 4, 4]","[8, 2, 4]","[2, 9, 1]","[15, 10, 5]",16000,3,0.2
6409,6410.wav,MJRH0_2.wav,MPEB0_3.wav,FSAH0_2.wav,./data/mixed/6410.wav,./data/near_end/MJRH0_2.wav,./data/far_end/MPEB0_3.wav,./data/far_end/FSAH0_2.wav,"[13, 10, 4]","[11, 2, 1]","[1, 2, 1]","[8, 10, 1]","[15, 10, 5]",16000,3,0.2
6410,6411.wav,MJRH0_3.wav,MSRG0_1.wav,MRHL0_3.wav,./data/mixed/6411.wav,./data/near_end/MJRH0_3.wav,./data/far_end/MSRG0_1.wav,./data/far_end/MRHL0_3.wav,"[2, 4, 1]","[6, 2, 5]","[7, 7, 1]","[9, 1, 4]","[15, 10, 5]",16000,3,0.2
6411,6412.wav,MJRH0_3.wav,FBMJ0_1.wav,MKLR0_1.wav,./data/mixed/6412.wav,./data/near_end/MJRH0_3.wav,./data/far_end/FBMJ0_1.wav,./data/far_end/MKLR0_1.wav,"[7, 5, 2]","[12, 9, 2]","[7, 4, 5]","[10, 7, 5]","[15, 10, 5]",16000,3,0.2
6412,6413.wav,MJRH0_3.wav,MAEB0_1.wav,MNTW0_3.wav,./data/mixed/6413.wav,./data/near_end/MJRH0_3.wav,./data/far_end/MAEB0_1.wav,./data/far_end/MNTW0_3.wav,"[3, 8, 3]","[1, 7, 2]","[13, 2, 5]","[12, 8, 2]","[15, 10, 5]",16000,3,0.2
6413,6414.wav,MJRH0_3.wav,FTLG0_4.wav,MSJK0_3.wav,./data/mixed/6414.wav,./data/near_end/MJRH0_3.wav,./data/far_end/FTLG0_4.wav,./data/far_end/MSJK0_3.wav,"[6, 3, 2]","[5, 2, 4]","[14, 7, 2]","[14, 2, 5]","[15, 10, 5]",16000,3,0.2
6414,6415.wav,MJRH0_3.wav,MMRP0_2.wav,FETB0_2.wav,./data/mixed/6415.wav,./data/near_end/MJRH0_3.wav,./data/far_end/MMRP0_2.wav,./data/far_end/FETB0_2.wav,"[12, 4, 4]","[9, 10, 2]","[9, 1, 2]","[2, 7, 3]","[15, 10, 5]",16000,3,0.2
6415,6416.wav,MJRH0_4.wav,MKXL0_2.wav,FGDP0_1.wav,./data/mixed/6416.wav,./data/near_end/MJRH0_4.wav,./data/far_end/MKXL0_2.wav,./data/far_end/FGDP0_1.wav,"[3, 5, 4]","[3, 3, 2]","[13, 5, 3]","[6, 5, 4]","[15, 10, 5]",16000,3,0.2
6416,6417.wav,MJRH0_4.wav,MFMC0_1.wav,FJWB1_1.wav,./data/mixed/6417.wav,./data/near_end/MJRH0_4.wav,./data/far_end/MFMC0_1.wav,./data/far_end/FJWB1_1.wav,"[7, 9, 3]","[7, 7, 2]","[5, 4, 3]","[2, 7, 3]","[15, 10, 5]",16000,3,0.2
6417,6418.wav,MJRH0_4.wav,MBMA1_3.wav,MRGS0_3.wav,./data/mixed/6418.wav,./data/near_end/MJRH0_4.wav,./data/far_end/MBMA1_3.wav,./data/far_end/MRGS0_3.wav,"[3, 7, 4]","[2, 6, 3]","[13, 1, 1]","[6, 9, 3]","[15, 10, 5]",16000,3,0.2
6418,6419.wav,MJRH0_4.wav,MBOM0_3.wav,MMWS1_1.wav,./data/mixed/6419.wav,./data/near_end/MJRH0_4.wav,./data/far_end/MBOM0_3.wav,./data/far_end/MMWS1_1.wav,"[3, 5, 5]","[7, 1, 2]","[12, 8, 1]","[1, 4, 3]","[15, 10, 5]",16000,3,0.2
6419,6420.wav,MJRH0_4.wav,MJKR0_1.wav,MBWP0_3.wav,./data/mixed/6420.wav,./data/near_end/MJRH0_4.wav,./data/far_end/MJKR0_1.wav,./data/far_end/MBWP0_3.wav,"[11, 2, 5]","[3, 5, 3]","[4, 10, 5]","[12, 3, 2]","[15, 10, 5]",16000,3,0.2
